epoch,train_loss,valid_loss,error_rate,time
0,0.45302313566207886,0.29822057485580444,0.10610079765319824,00:07
1,0.3572283983230591,0.2617131173610687,0.07692307978868484,00:06
2,0.29074281454086304,0.2483183592557907,0.0663129985332489,00:06
3,0.2098720222711563,0.2147466093301773,0.0663129985332489,00:07
4,0.18361087143421173,0.22407831251621246,0.07161803543567657,00:06
5,0.1406812071800232,0.26429247856140137,0.0663129985332489,00:06
6,0.09714148938655853,0.2547876834869385,0.06100795790553093,00:06
7,0.06450776755809784,0.20856492221355438,0.05570291727781296,00:06
8,0.044750772416591644,0.20302851498126984,0.06366048008203506,00:06
9,0.04383595660328865,0.20734766125679016,0.06100795790553093,00:06
