epoch,train_loss,valid_loss,error_rate,time
0,0.5138536691665649,0.24088327586650848,0.09018567949533463,00:06
1,0.3880821466445923,0.2187524139881134,0.0663129985332489,00:07
2,0.2921825051307678,0.21551090478897095,0.07161803543567657,00:07
3,0.24046511948108673,0.34540751576423645,0.10610079765319824,00:06
4,0.17890383303165436,0.28430089354515076,0.06366048008203506,00:07
5,0.11542238295078278,0.20231513679027557,0.05835543945431709,00:07
6,0.09416433423757553,0.21731509268283844,0.05570291727781296,00:06
7,0.06852981448173523,0.16999752819538116,0.04774535819888115,00:06
8,0.056207746267318726,0.1671748012304306,0.04509283974766731,00:06
9,0.04988906905055046,0.1642746478319168,0.04509283974766731,00:07
