epoch,train_loss,valid_loss,error_rate,time
0,0.543731153011322,0.29219210147857666,0.10610079765319824,00:07
1,0.4142424762248993,0.2745048999786377,0.07957559823989868,00:07
2,0.29842421412467957,0.23031067848205566,0.0663129985332489,00:07
3,0.23288992047309875,0.2015177607536316,0.06366048008203506,00:07
4,0.17482098937034607,0.18639013171195984,0.06100795790553093,00:06
5,0.13427773118019104,0.17126700282096863,0.04774535819888115,00:06
6,0.10180311650037766,0.1645260453224182,0.045092832297086716,00:07
7,0.08163642883300781,0.17791399359703064,0.045092832297086716,00:07
8,0.07262896746397018,0.16939543187618256,0.045092832297086716,00:06
9,0.058468833565711975,0.17016549408435822,0.045092832297086716,00:06
