epoch,train_loss,valid_loss,error_rate,time
0,0.661354660987854,0.31222957372665405,0.10079575330018997,00:15
1,0.5866804122924805,0.36667054891586304,0.11936339735984802,00:15
2,0.5668311715126038,0.3777984380722046,0.11140583455562592,00:14
3,0.5075557231903076,0.47745010256767273,0.1246684342622757,00:15
4,0.520577073097229,0.29538121819496155,0.08488063514232635,00:15
5,0.37583670020103455,0.22619003057479858,0.06896551698446274,00:15
6,0.2993738055229187,0.27713721990585327,0.07692307978868484,00:15
7,0.1620166003704071,0.2005767822265625,0.05835543945431709,00:14
8,0.12744304537773132,0.1747804582118988,0.050397876650094986,00:15
9,0.14257335662841797,0.16928936541080475,0.050397876650094986,00:15
