epoch,train_loss,valid_loss,error_rate,time
0,0.3757355213165283,0.20093588531017303,0.053050391376018524,00:09
1,0.25968992710113525,0.18160602450370789,0.05305040255188942,00:08
2,0.19372409582138062,0.2913782000541687,0.08488063514232635,00:09
3,0.16605713963508606,0.3952998220920563,0.08753315359354019,00:08
4,0.13262709975242615,0.2421925812959671,0.08222811669111252,00:08
5,0.10430953651666641,0.22183074057102203,0.07692307233810425,00:08
6,0.08776836842298508,0.21364308893680573,0.0663129910826683,00:08
7,0.06914115697145462,0.1524098515510559,0.03978779539465904,00:09
8,0.05519838258624077,0.14217333495616913,0.037135276943445206,00:09
9,0.04725636914372444,0.14564454555511475,0.037135276943445206,00:09
