epoch,train_loss,valid_loss,error_rate,time
0,0.47437429428100586,0.3261320888996124,0.1034482792019844,00:09
1,0.38164615631103516,0.29877910017967224,0.0954907163977623,00:09
2,0.38493025302886963,0.3124072253704071,0.07427055388689041,00:10
3,0.39447030425071716,0.33452439308166504,0.07957559823989868,00:09
4,0.24427928030490875,0.29760462045669556,0.08753315359354019,00:09
5,0.21593806147575378,0.2529420256614685,0.06896551698446274,00:09
6,0.13584911823272705,0.17949704825878143,0.05835543945431709,00:09
7,0.08730681985616684,0.19824844598770142,0.05835543945431709,00:09
8,0.08275747299194336,0.1782519668340683,0.05305039882659912,00:09
9,0.06657718867063522,0.17011497914791107,0.050397876650094986,00:09
