epoch,train_loss,valid_loss,error_rate,time
0,0.48962685465812683,0.22629721462726593,0.05835543945431709,00:11
1,0.3586708605289459,0.3310571312904358,0.09283819794654846,00:12
2,0.3675604462623596,0.3967200517654419,0.11936339735984802,00:11
3,0.2899862825870514,0.32038742303848267,0.09283819794654846,00:12
4,0.22589504718780518,0.3290034830570221,0.0663129985332489,00:11
5,0.22429631650447845,0.24262027442455292,0.05570291727781296,00:11
6,0.13299743831157684,0.18563096225261688,0.06366048008203506,00:11
7,0.105253666639328,0.16408248245716095,0.04509283974766731,00:11
8,0.058863840997219086,0.14540356397628784,0.03183024004101753,00:11
9,0.04406005144119263,0.15792018175125122,0.03978779911994934,00:12
