epoch,train_loss,valid_loss,error_rate,time
0,0.5773940682411194,0.2879730761051178,0.0954907163977623,00:06
1,0.4205974340438843,0.2820225656032562,0.09018567949533463,00:06
2,0.3247408866882324,0.3257730305194855,0.1034482792019844,00:07
3,0.24974676966667175,0.22357375919818878,0.07161804288625717,00:07
4,0.18533475697040558,0.17787137627601624,0.05570291355252266,00:06
5,0.1392442137002945,0.14723698794841766,0.05039787292480469,00:06
6,0.1130366250872612,0.14353932440280914,0.053050391376018524,00:07
7,0.08831921219825745,0.1645602285861969,0.053050391376018524,00:07
8,0.07015245407819748,0.16172321140766144,0.05039787292480469,00:07
9,0.055136989802122116,0.16251768171787262,0.05039787292480469,00:06
