epoch,train_loss,valid_loss,error_rate,time
0,0.5288355350494385,0.27231350541114807,0.09018567949533463,00:09
1,0.4267730116844177,0.2764984965324402,0.08488063514232635,00:09
2,0.3727647364139557,0.27692466974258423,0.08488063514232635,00:09
3,0.3292291462421417,0.25027996301651,0.07161803543567657,00:09
4,0.2590184211730957,0.2747853100299835,0.07692307978868484,00:09
5,0.17079244554042816,0.23553095757961273,0.07957559823989868,00:09
6,0.1315336525440216,0.2530779540538788,0.06366048008203506,00:09
7,0.10821384936571121,0.2575652003288269,0.0663129985332489,00:09
8,0.07158953696489334,0.24631917476654053,0.06896551698446274,00:09
9,0.07720090448856354,0.23480959236621857,0.06366048008203506,00:09
