epoch,train_loss,valid_loss,error_rate,time
0,0.5611002445220947,0.3530731201171875,0.1034482792019844,00:07
1,0.43099454045295715,0.31525400280952454,0.09814323484897614,00:07
2,0.3770732283592224,0.35147786140441895,0.09283819794654846,00:07
3,0.31448060274124146,0.3551029860973358,0.09018567949533463,00:07
4,0.2759437561035156,0.28628039360046387,0.08488063514232635,00:07
5,0.1621418595314026,0.2419513761997223,0.06366048008203506,00:07
6,0.13846641778945923,0.24897772073745728,0.07427055388689041,00:07
7,0.11971510946750641,0.2158639281988144,0.05570291727781296,00:07
8,0.07875001430511475,0.2081889510154724,0.04509283974766731,00:07
9,0.08582961559295654,0.19440849125385284,0.050397876650094986,00:07
