epoch,train_loss,valid_loss,error_rate,time
0,0.5337353348731995,0.2996183931827545,0.10875331610441208,00:07
1,0.459774374961853,0.2538515627384186,0.08488063514232635,00:07
2,0.3263397216796875,0.2984198331832886,0.09814323484897614,00:07
3,0.24623920023441315,0.3831196129322052,0.11936339735984802,00:07
4,0.19507667422294617,0.368074893951416,0.11405835300683975,00:07
5,0.14781075716018677,0.24314847588539124,0.07692307978868484,00:07
6,0.11515761911869049,0.1933959424495697,0.06100795790553093,00:07
7,0.09596240520477295,0.19314368069171906,0.05570291727781296,00:07
8,0.0765567421913147,0.18339572846889496,0.050397876650094986,00:07
9,0.08734843879938126,0.18537066876888275,0.05305039882659912,00:07
