epoch,train_loss,valid_loss,error_rate,time
0,0.7240735292434692,0.36777031421661377,0.12732096016407013,00:10
1,0.5911134481430054,0.32794058322906494,0.11140583455562592,00:11
2,0.5540540814399719,0.3665034770965576,0.1246684342622757,00:11
3,0.435745507478714,0.34819552302360535,0.08222811669111252,00:11
4,0.39139533042907715,0.33320102095603943,0.09018567949533463,00:11
5,0.3231957256793976,0.2749107778072357,0.06100795790553093,00:10
6,0.20202243328094482,0.2527608573436737,0.0663129985332489,00:10
7,0.2139822393655777,0.2311674803495407,0.06366048008203506,00:10
8,0.17979922890663147,0.21751272678375244,0.050397876650094986,00:10
9,0.14849364757537842,0.22460345923900604,0.05305039882659912,00:10
