epoch,train_loss,valid_loss,error_rate,time
0,0.7391868233680725,0.3099207878112793,0.10610079765319824,00:15
1,0.587641179561615,0.3066644072532654,0.08753315359354019,00:15
2,0.5732786059379578,0.38209813833236694,0.09283819794654846,00:15
3,0.5250895023345947,0.32241639494895935,0.08753315359354019,00:15
4,0.5186625719070435,0.38003233075141907,0.11140583455562592,00:15
5,0.32827237248420715,0.365978866815567,0.10610079765319824,00:15
6,0.2530640661716461,0.21143655478954315,0.06366048008203506,00:15
7,0.19889159500598907,0.15477579832077026,0.04509283974766731,00:15
8,0.10768136382102966,0.1667102426290512,0.05570291727781296,00:15
9,0.10176766663789749,0.172545924782753,0.06366048008203506,00:14
