epoch,train_loss,valid_loss,error_rate,time
0,1.0570930242538452,0.4856409430503845,0.13527850806713104,00:22
1,1.0590085983276367,0.4654998779296875,0.12732096016407013,00:22
2,1.092020869255066,0.3822539448738098,0.11140583455562592,00:22
3,0.9712979793548584,0.4742882549762726,0.1326259970664978,00:23
4,0.8901612758636475,0.4446016848087311,0.11936339735984802,00:22
5,0.7869579792022705,0.3388868570327759,0.10610079765319824,00:23
6,0.643475353717804,0.277741402387619,0.09018567949533463,00:23
7,0.5447648763656616,0.2934718132019043,0.08753315359354019,00:22
8,0.4298979341983795,0.24178427457809448,0.07161803543567657,00:23
9,0.38137680292129517,0.2602486312389374,0.07957559823989868,00:22
