epoch,train_loss,valid_loss,error_rate,time
0,0.3435916304588318,0.29147326946258545,0.09814323484897614,00:08
1,0.2315625697374344,0.22326065599918365,0.05570291727781296,00:08
2,0.18588921427726746,0.26584121584892273,0.058355432003736496,00:09
3,0.16083799302577972,0.1991720050573349,0.05570291355252266,00:09
4,0.1304202824831009,0.20829090476036072,0.06100795418024063,00:08
5,0.09953144937753677,0.15918582677841187,0.03978779911994934,00:08
6,0.07679533213376999,0.16748996078968048,0.04509283974766731,00:08
7,0.05802956968545914,0.13011877238750458,0.03978779911994934,00:09
8,0.0418071523308754,0.1232171580195427,0.037135276943445206,00:08
9,0.03644374758005142,0.1246691569685936,0.037135276943445206,00:08
