epoch,train_loss,valid_loss,error_rate,time
0,0.5445824861526489,0.3156379759311676,0.10079575330018997,00:07
1,0.42821595072746277,0.2846454083919525,0.07957559823989868,00:07
2,0.3482746481895447,0.34568727016448975,0.10079575330018997,00:07
3,0.29559025168418884,0.3805396258831024,0.10610079765319824,00:07
4,0.29517170786857605,0.3554863929748535,0.08222811669111252,00:07
5,0.1869720071554184,0.261644572019577,0.07427055388689041,00:07
6,0.16006794571876526,0.19166673719882965,0.05570291727781296,00:07
7,0.11655768007040024,0.19703443348407745,0.05835543945431709,00:07
8,0.09703036397695541,0.19708004593849182,0.050397876650094986,00:07
9,0.07576239854097366,0.1909511238336563,0.050397876650094986,00:07
