epoch,train_loss,valid_loss,error_rate,time
0,1.180119514465332,0.3675787150859833,0.11140583455562592,00:22
1,0.9936885237693787,0.5478439927101135,0.16445623338222504,00:20
2,0.93686443567276,0.6107556819915771,0.16710875928401947,00:20
3,0.9908211827278137,0.5578577518463135,0.15119363367557526,00:20
4,0.795560896396637,0.4082396328449249,0.12732096016407013,00:20
5,0.8039363622665405,0.3528495132923126,0.11405835300683975,00:20
6,0.4570755958557129,0.43262916803359985,0.11936339735984802,00:20
7,0.5480924248695374,0.2394978255033493,0.08222811669111252,00:20
8,0.4814121425151825,0.24462608993053436,0.08488063514232635,00:20
9,0.44825461506843567,0.24925847351551056,0.08753315359354019,00:23
