epoch,train_loss,valid_loss,error_rate,time
0,1.006561040878296,0.5289831757545471,0.17241381108760834,00:08
1,0.7897865176200867,0.367712140083313,0.12997350096702576,00:08
2,0.6098763942718506,0.30850932002067566,0.1034482792019844,00:08
3,0.48115646839141846,0.2864001989364624,0.09814323484897614,00:08
4,0.3843954801559448,0.22472578287124634,0.07161804288625717,00:08
5,0.3210808336734772,0.2363450676202774,0.07692308723926544,00:08
6,0.2668948769569397,0.2096530944108963,0.07692307978868484,00:08
7,0.2236175537109375,0.20305722951889038,0.06631302088499069,00:08
8,0.18873253464698792,0.20025984942913055,0.061007969081401825,00:08
9,0.1622934192419052,0.1997244507074356,0.0663130059838295,00:08
