epoch,train_loss,valid_loss,error_rate,time
0,0.8750107884407043,0.3487439453601837,0.10610079765319824,00:35
1,0.9445609450340271,0.3661818504333496,0.11671087890863419,00:35
2,1.1709444522857666,0.4762558341026306,0.12997347116470337,00:35
3,0.8202027082443237,0.42298609018325806,0.1246684342622757,00:35
4,0.902730405330658,0.415487140417099,0.11671087890863419,00:36
5,0.6123663783073425,0.36288759112358093,0.09814323484897614,00:36
6,0.49185240268707275,0.2704938054084778,0.06896551698446274,00:36
7,0.41857460141181946,0.2738152742385864,0.06366048008203506,00:36
8,0.3748934864997864,0.208621084690094,0.05305039882659912,00:35
9,0.3309684991836548,0.2296474725008011,0.050397876650094986,00:35
