epoch,train_loss,valid_loss,error_rate,time
0,1.040514588356018,0.5165438652038574,0.18567641079425812,00:08
1,0.8052206039428711,0.35549497604370117,0.12732096016407013,00:08
2,0.621619701385498,0.28557395935058594,0.10875333845615387,00:08
3,0.49121031165122986,0.24757912755012512,0.08753316849470139,00:08
4,0.40245363116264343,0.22457534074783325,0.08488065004348755,00:08
5,0.32444828748703003,0.21691715717315674,0.07692308723926544,00:08
6,0.2677055895328522,0.22203582525253296,0.08222812414169312,00:08
7,0.22675196826457977,0.22438284754753113,0.07957559823989868,00:08
8,0.19272258877754211,0.22023585438728333,0.07957559823989868,00:08
9,0.16716152429580688,0.21945591270923615,0.07692307978868484,00:08
