epoch,train_loss,valid_loss,error_rate,time
0,1.1384142637252808,0.3568226397037506,0.0954907163977623,00:30
1,1.0520132780075073,0.4195241332054138,0.1326259970664978,00:30
2,1.146348476409912,0.5281988382339478,0.1538461595773697,00:30
3,0.9438849687576294,0.6175971627235413,0.17241379618644714,00:30
4,0.9994333386421204,0.39488062262535095,0.12201591581106186,00:29
5,0.6522037386894226,0.37303274869918823,0.1034482792019844,00:30
6,0.6133180260658264,0.45773375034332275,0.11405835300683975,00:30
7,0.5914754867553711,0.3243618905544281,0.09018567949533463,00:29
8,0.4938233196735382,0.2888929843902588,0.08222811669111252,00:30
9,0.40969687700271606,0.2725187838077545,0.06896551698446274,00:30
