epoch,train_loss,valid_loss,error_rate,time
0,0.6797597408294678,0.3178262412548065,0.10079575330018997,00:14
1,0.6570385098457336,0.4625113308429718,0.11936339735984802,00:15
2,0.6718381643295288,0.44431549310684204,0.11671087890863419,00:15
3,0.556249737739563,0.35388997197151184,0.0954907163977623,00:15
4,0.41275930404663086,0.3703630566596985,0.09814323484897614,00:15
5,0.3558506667613983,0.3498857319355011,0.09018567949533463,00:15
6,0.20574472844600677,0.19309602677822113,0.06366048008203506,00:14
7,0.1955977976322174,0.17021243274211884,0.04509283974766731,00:15
8,0.2110695242881775,0.19557137787342072,0.04509283974766731,00:15
9,0.11872708797454834,0.16275571286678314,0.04509283974766731,00:15
