epoch,train_loss,valid_loss,error_rate,time
0,0.5391364097595215,0.2846493422985077,0.07692309468984604,00:10
1,0.36061355471611023,0.21683795750141144,0.05835544317960739,00:11
2,0.2666880190372467,0.1814291626214981,0.05039788782596588,00:10
3,0.2086174637079239,0.15058216452598572,0.05039789900183678,00:10
4,0.16768664121627808,0.1726645678281784,0.05305040255188942,00:10
5,0.1348671019077301,0.14621710777282715,0.03978781774640083,00:10
6,0.10736606270074844,0.1661320924758911,0.047745369374752045,00:10
7,0.08738479018211365,0.15261803567409515,0.042440325021743774,00:10
8,0.07176169753074646,0.14463382959365845,0.042440325021743774,00:10
9,0.06410811096429825,0.14053891599178314,0.03978780284523964,00:10
