epoch,train_loss,valid_loss,error_rate,time
0,0.5076104402542114,0.30330538749694824,0.09814323484897614,00:07
1,0.3991568386554718,0.22825096547603607,0.07692307233810425,00:07
2,0.29327043890953064,0.20691093802452087,0.06366047263145447,00:07
3,0.2267879694700241,0.2561827301979065,0.07427055388689041,00:06
4,0.18262332677841187,0.23435856401920319,0.07427055388689041,00:07
5,0.14026093482971191,0.17933277785778046,0.05835543945431709,00:07
6,0.10595989227294922,0.1843564808368683,0.06100795418024063,00:07
7,0.08708465844392776,0.1932489275932312,0.04774535447359085,00:07
8,0.06847763061523438,0.18613524734973907,0.053050391376018524,00:07
9,0.05944521725177765,0.18512076139450073,0.05039787292480469,00:06
