epoch,train_loss,valid_loss,error_rate,time
0,0.5617474913597107,0.3303171694278717,0.10079575330018997,00:09
1,0.4159911572933197,0.29564428329467773,0.08222811669111252,00:09
2,0.3828268051147461,0.3297049403190613,0.0954907163977623,00:09
3,0.3338381350040436,0.33440926671028137,0.10079575330018997,00:09
4,0.2554440498352051,0.3837343156337738,0.1034482792019844,00:10
5,0.17486713826656342,0.24967150390148163,0.06896551698446274,00:09
6,0.12069397419691086,0.22514042258262634,0.06366048008203506,00:09
7,0.11022485792636871,0.201874777674675,0.07427055388689041,00:09
8,0.09505071491003036,0.16024555265903473,0.05570291727781296,00:09
9,0.05792054906487465,0.16459625959396362,0.05835543945431709,00:09
