epoch,train_loss,valid_loss,error_rate,time
0,1.0274925231933594,0.3629893958568573,0.09814323484897614,00:29
1,1.1134799718856812,0.5044347047805786,0.1326259970664978,00:29
2,1.1659196615219116,0.44238555431365967,0.12201591581106186,00:29
3,0.9340234398841858,0.4978613555431366,0.13793103396892548,00:29
4,0.9550877213478088,0.530582070350647,0.1246684342622757,00:29
5,0.7498482465744019,0.3376811742782593,0.10875331610441208,00:29
6,0.5618857145309448,0.3620779812335968,0.08488063514232635,00:30
7,0.4941175580024719,0.29400113224983215,0.09018567949533463,00:30
8,0.42036330699920654,0.26905637979507446,0.07161803543567657,00:30
9,0.5090625882148743,0.26981717348098755,0.06896551698446274,00:30
