epoch,train_loss,valid_loss,error_rate,time
0,0.9903554916381836,0.4263019859790802,0.14588859677314758,00:09
1,0.7573586106300354,0.244021475315094,0.07957562059164047,00:09
2,0.5514436364173889,0.23959273099899292,0.0742705762386322,00:09
3,0.41837263107299805,0.2341892570257187,0.07957559823989868,00:09
4,0.3278428614139557,0.2002328783273697,0.05305040255188942,00:09
5,0.25899356603622437,0.18321481347084045,0.06100797653198242,00:08
6,0.2099827527999878,0.1931055784225464,0.058355458080768585,00:09
7,0.1769382357597351,0.17808136343955994,0.05570293962955475,00:09
8,0.15015482902526855,0.16543006896972656,0.04509284719824791,00:09
9,0.12798431515693665,0.16550034284591675,0.042440325021743774,00:09
