epoch,train_loss,valid_loss,error_rate,time
0,0.5138729214668274,0.2482752650976181,0.08753315359354019,00:09
1,0.4255189001560211,0.2631646990776062,0.08222811669111252,00:09
2,0.35819077491760254,0.32994329929351807,0.09814323484897614,00:09
3,0.35954388976097107,0.26679909229278564,0.07427055388689041,00:09
4,0.25992169976234436,0.2862330973148346,0.08222811669111252,00:09
5,0.19376017153263092,0.23587684333324432,0.06896551698446274,00:09
6,0.13149422407150269,0.2244524359703064,0.07957559823989868,00:09
7,0.10790114849805832,0.1832047551870346,0.05305039882659912,00:09
8,0.07174084335565567,0.17239323258399963,0.04774535819888115,00:09
9,0.0656924620270729,0.19246888160705566,0.04774535819888115,00:09
