epoch,train_loss,valid_loss,error_rate,time
0,0.6246230602264404,0.3097688853740692,0.10875331610441208,00:15
1,0.7233045697212219,0.48613619804382324,0.12732096016407013,00:15
2,0.6554026007652283,0.3397263288497925,0.0954907163977623,00:15
3,0.47205713391304016,0.2954034209251404,0.07427055388689041,00:14
4,0.4500768184661865,0.37167468667030334,0.09814323484897614,00:14
5,0.38274478912353516,0.2778101861476898,0.09018567949533463,00:14
6,0.30104684829711914,0.33127614855766296,0.07957559823989868,00:15
7,0.21555058658123016,0.23871658742427826,0.06100795790553093,00:14
8,0.11852516233921051,0.22423085570335388,0.06100795790553093,00:15
9,0.12833820283412933,0.21989695727825165,0.05570291727781296,00:14
