epoch,train_loss,valid_loss,error_rate,time
0,0.5328496098518372,0.36261361837387085,0.12997347116470337,00:05
1,0.42719992995262146,0.26119083166122437,0.09018567949533463,00:05
2,0.32783833146095276,0.24589550495147705,0.09018567949533463,00:05
3,0.25116562843322754,0.24576318264007568,0.08488063514232635,00:05
4,0.16749322414398193,0.21514050662517548,0.07692307978868484,00:05
5,0.1434016078710556,0.21586817502975464,0.07957559823989868,00:06
6,0.11834102869033813,0.1880301684141159,0.0663129985332489,00:05
7,0.09060514718294144,0.17944778501987457,0.04509283974766731,00:05
8,0.07381290942430496,0.1797291487455368,0.050397876650094986,00:05
9,0.06808467954397202,0.18205022811889648,0.05305039882659912,00:05
