epoch,train_loss,valid_loss,error_rate,time
0,1.0582610368728638,0.48949360847473145,0.15915119647979736,00:21
1,0.8827465176582336,0.5497199892997742,0.14588859677314758,00:20
2,1.100010633468628,0.4976329505443573,0.14588859677314758,00:20
3,0.9333751797676086,0.40533313155174255,0.11671087890863419,00:20
4,0.8218057751655579,0.36239027976989746,0.12201591581106186,00:20
5,0.6482393145561218,0.23649002611637115,0.08488063514232635,00:20
6,0.4654778242111206,0.26159417629241943,0.07957559823989868,00:20
7,0.47929176688194275,0.26437458395957947,0.06896551698446274,00:20
8,0.49565911293029785,0.23939049243927002,0.05570291727781296,00:20
9,0.41063323616981506,0.23343686759471893,0.06100795790553093,00:20
