epoch,train_loss,valid_loss,error_rate,time
0,0.9788075089454651,0.3808467984199524,0.11140583455562592,00:36
1,0.9475501775741577,0.4994662404060364,0.12732096016407013,00:36
2,1.1082379817962646,0.4317980408668518,0.12732096016407013,00:36
3,1.156327486038208,0.4515838325023651,0.13793103396892548,00:36
4,0.6861943006515503,0.31418707966804504,0.09018567949533463,00:36
5,0.6992481350898743,0.29910778999328613,0.08753315359354019,00:36
6,0.503445029258728,0.2557744085788727,0.08488063514232635,00:36
7,0.41667672991752625,0.23119546473026276,0.06100795790553093,00:36
8,0.4073362350463867,0.24087710678577423,0.06366048008203506,00:36
9,0.4656735360622406,0.22164244949817657,0.06366048008203506,00:36
