epoch,train_loss,valid_loss,error_rate,time
0,0.9630736708641052,0.28269293904304504,0.07427055388689041,00:35
1,0.9163554906845093,0.41624021530151367,0.11936339735984802,00:36
2,1.1539968252182007,0.45116734504699707,0.1326259970664978,00:36
3,1.1050713062286377,0.41213032603263855,0.11671087890863419,00:36
4,0.9067814946174622,0.374439001083374,0.11671087890863419,00:36
5,0.7540037035942078,0.2949303090572357,0.06896551698446274,00:36
6,0.5906816124916077,0.2988314926624298,0.08222811669111252,00:35
7,0.45449647307395935,0.23408089578151703,0.07957559823989868,00:36
8,0.3023394048213959,0.1952732354402542,0.050397876650094986,00:36
9,0.3988853096961975,0.1786774843931198,0.04244031757116318,00:36
