epoch,train_loss,valid_loss,error_rate,time
0,0.6031579375267029,0.356040358543396,0.11140583455562592,00:10
1,0.5757243037223816,0.34096506237983704,0.11671087890863419,00:11
2,0.6481769680976868,0.36561086773872375,0.11671087890863419,00:11
3,0.5537024140357971,0.37392985820770264,0.10610079765319824,00:11
4,0.4376772344112396,0.42927345633506775,0.1246684342622757,00:11
5,0.2900446355342865,0.3062315583229065,0.09018567949533463,00:11
6,0.23144613206386566,0.23519575595855713,0.06896551698446274,00:10
7,0.18463918566703796,0.23899129033088684,0.05570291727781296,00:11
8,0.1832434982061386,0.20659705996513367,0.05570291727781296,00:11
9,0.1439869999885559,0.22742882370948792,0.050397876650094986,00:11
