epoch,train_loss,valid_loss,error_rate,time
0,0.3328748643398285,0.21668225526809692,0.07957559823989868,00:08
1,0.25664034485816956,0.29181188344955444,0.07427055388689041,00:08
2,0.25123217701911926,0.2606279253959656,0.0663129985332489,00:08
3,0.2000626176595688,0.25450265407562256,0.05835543945431709,00:08
4,0.15723878145217896,0.28943777084350586,0.07427055388689041,00:08
5,0.11969053745269775,0.18172337114810944,0.04774535819888115,00:09
6,0.08512256294488907,0.12764163315296173,0.03448276221752167,00:08
7,0.057712703943252563,0.10827890038490295,0.02652519941329956,00:08
8,0.04376482591032982,0.11222090572118759,0.02122015878558159,00:08
9,0.03915625065565109,0.12056288123130798,0.029177719727158546,00:09
