epoch,train_loss,valid_loss,error_rate,time
0,0.5087375640869141,0.3303500711917877,0.06896551698446274,00:19
1,0.5208283066749573,0.45773640275001526,0.10610079765319824,00:19
2,0.7030960321426392,0.3524540364742279,0.11671087890863419,00:19
3,0.5714974403381348,0.3612152934074402,0.0954907163977623,00:19
4,0.39083969593048096,0.23368576169013977,0.06366048008203506,00:19
5,0.34562981128692627,0.25558608770370483,0.07161803543567657,00:19
6,0.2515849471092224,0.14796866476535797,0.04509283974766731,00:19
7,0.21157817542552948,0.1609524041414261,0.03448275849223137,00:19
8,0.1121487244963646,0.1598368138074875,0.04244031757116318,00:19
9,0.1115688905119896,0.15268468856811523,0.03978779911994934,00:19
