epoch,train_loss,valid_loss,error_rate,time
0,1.001821756362915,0.5434677600860596,0.17771883308887482,00:08
1,0.8004931211471558,0.3712390661239624,0.132626011967659,00:08
2,0.6187055110931396,0.29254773259162903,0.1114058569073677,00:08
3,0.48387324810028076,0.25445374846458435,0.09283820539712906,00:08
4,0.39298632740974426,0.24701854586601257,0.09018569439649582,00:08
5,0.3137036859989166,0.2186649590730667,0.08222812414169312,00:08
6,0.2576838433742523,0.2000834345817566,0.07161805778741837,00:09
7,0.22033406794071198,0.19653567671775818,0.07692307978868484,00:08
8,0.18893836438655853,0.19522514939308167,0.07957559823989868,00:08
9,0.16587324440479279,0.1949015110731125,0.07692307978868484,00:08
