epoch,train_loss,valid_loss,error_rate,time
0,0.5924585461616516,0.40725913643836975,0.1405835598707199,00:06
1,0.4756772518157959,0.28480008244514465,0.09283819794654846,00:06
2,0.3593720495700836,0.2703983783721924,0.09018567949533463,00:06
3,0.2859211266040802,0.21289001405239105,0.0663129985332489,00:06
4,0.22068139910697937,0.22201567888259888,0.0663129985332489,00:06
5,0.1755038946866989,0.19509053230285645,0.05305039882659912,00:06
6,0.13723161816596985,0.19520115852355957,0.06366047263145447,00:06
7,0.10931567847728729,0.19514481723308563,0.06100795790553093,00:06
8,0.08803560584783554,0.18607109785079956,0.05305039882659912,00:06
9,0.07930876314640045,0.18848180770874023,0.05570291727781296,00:06
