epoch,train_loss,valid_loss,error_rate,time
0,0.6224952340126038,0.31392911076545715,0.10079575330018997,00:07
1,0.4721609354019165,0.27064043283462524,0.08753315359354019,00:07
2,0.3615843951702118,0.33092981576919556,0.1034482792019844,00:07
3,0.27231380343437195,0.31396132707595825,0.08222811669111252,00:07
4,0.24513913691043854,0.28617021441459656,0.07692307978868484,00:07
5,0.19102518260478973,0.26518598198890686,0.0663129985332489,00:07
6,0.13204944133758545,0.2500503361225128,0.06896551698446274,00:07
7,0.11418916285037994,0.24181689321994781,0.06366048008203506,00:07
8,0.10039487481117249,0.2308294028043747,0.06366048008203506,00:07
9,0.08213292062282562,0.22983364760875702,0.06100795790553093,00:07
