epoch,train_loss,valid_loss,error_rate,time
0,0.6948240995407104,0.3047792613506317,0.08488063514232635,00:19
1,0.5600019693374634,0.43507733941078186,0.11405835300683975,00:19
2,0.5819330811500549,0.2845759391784668,0.08753315359354019,00:19
3,0.4682788848876953,0.33582252264022827,0.09283819794654846,00:19
4,0.47684967517852783,0.34882158041000366,0.08222811669111252,00:19
5,0.3647550642490387,0.23103022575378418,0.05570291727781296,00:19
6,0.258232057094574,0.3083961606025696,0.06366048008203506,00:20
7,0.1297849714756012,0.1669759601354599,0.04244031757116318,00:19
8,0.11516080051660538,0.17548291385173798,0.050397876650094986,00:19
9,0.108367919921875,0.17779599130153656,0.050397876650094986,00:19
